mentionType,mentions,man,bran,idx,x,y,surfaceBadge,surfaceName,surfaceLetter,Manufacturer,Brand
dupont warmtone DDL,"[{'words': 'A new projection printing paper. FOR LUXURIOUS, RICHER, MORE RADIANT PICTURES. “Du Pont Warmtone is an entirely new warm tone projection printing paper...Warmtone gives your prints a soft, warm tone...an animation and sparkle of professional, salon quality. It brings out-the very best in your negatives. Finest paper you can get, Du Pont Warmtone provides an ideal finish for pastorals, seascapes, portraits, scenes in every season. Exceptional speed is a feature of new Du Pont Warmtone. You can make beautiful pictures more rapidly than ever before. Its extremely wide latitude allows greater flexibility in exposures which are compensated for in development to produce perfect prints of uniform quality. Surface Texture. Du Pont Warmtone has a superior surface texture that’s ideal for hand coloring or tinting. It tones readily and its toning properties are superb. Remarkable stability means that Du Pont Warmtone retains color and gradation. And, good news for you, it has much greater shelflife. Standsup...remains fresh longer. Now available in 5 surfaces—Du Pont Warmtone projection paper is now available in five surfaces: DDL Natural White stock tint, Rough texture, Luster sheen, D. W.', 'citation': 'Popular Photography, November 1950, page 9', 'imgurl': 'scans/image00009.jpg'}, {'words': ""Du Pont Warmtone gives your prints a soft, warm tone... full of animation and sparkle. It enables you to obtain all the richness and vitality of your best negatives. You'll find it’s fun to make projection prints with Warmtone...a thrill to watch the luxurious image appear in your developer tray. You'll get real satisfaction from your work...be proud to exhibit your pictures...proud to keep them...proud to give them. Ideal for portraits, pastorals, landscapes and seascapes. You'll like Warmtone. It has exceptional speed and its extremely wide latitude permits maximum flexibility in making exposures. Excellent for coloring, tinting and toning. DDL Natural White stock tint, Rough texture, Luster sheen, D. W."", 'citation': 'Popular Photography, October 1951, page 4', 'imgurl': 'scans/image00004.jpg'}]",dupont,warmtone DDL,82,2,16,1,Dupont DDL,DDL,Dupont,Warmtone
dupont warmtone DS,"[{'words': 'A new projection printing paper. FOR LUXURIOUS, RICHER, MORE RADIANT PICTURES. “Du Pont Warmtone is an entirely new warm tone projection printing paper...Warmtone gives your prints a soft, warm tone...an animation and sparkle of professional, salon quality. It brings out-the very best in your negatives. Finest paper you can get, Du Pont Warmtone provides an ideal finish for pastorals, seascapes, portraits, scenes in every season. Exceptional speed is a feature of new Du Pont Warmtone. You can make beautiful pictures more rapidly than ever before. Its extremely wide latitude allows greater flexibility in exposures which are compensated for in development to produce perfect prints of uniform quality. Surface Texture. Du Pont Warmtone has a superior surface texture that’s ideal for hand coloring or tinting. It tones readily and its toning properties are superb. Remarkable stability means that Du Pont Warmtone retains color and gradation. And, good news for you, it has much greater shelflife. Standsup...remains fresh longer. Now available in 5 surfaces—Du Pont Warmtone projection paper is now available in five surfaces: DS Velvet Grain texture, Natural White stock tint, High Luster sheen, D. W.', 'citation': 'Popular Photography, November 1950, page 9', 'imgurl': 'scans/image00009.jpg'}, {'words': ""Du Pont Warmtone gives your prints a soft, warm tone... full of animation and sparkle. It enables you to obtain all the richness and vitality of your best negatives. You'll find it’s fun to make projection prints with Warmtone...a thrill to watch the luxurious image appear in your developer tray. You'll get real satisfaction from your work...be proud to exhibit your pictures...proud to keep them...proud to give them. Ideal for portraits, pastorals, landscapes and seascapes. You'll like Warmtone. It has exceptional speed and its extremely wide latitude permits maximum flexibility in making exposures. Excellent for coloring, tinting and toning. DS Velvet Grain texture, Natural White stock tint, High Luster sheen, D. W."", 'citation': 'Popular Photography, October 1951, page 4', 'imgurl': 'scans/image00004.jpg'}]",dupont,warmtone DS,83,3,16,1,Dupont DS,DS,Dupont,Warmtone
dupont warmtone Y,"[{'words': 'A new projection printing paper. FOR LUXURIOUS, RICHER, MORE RADIANT PICTURES. “Du Pont Warmtone is an entirely new warm tone projection printing paper...Warmtone gives your prints a soft, warm tone...an animation and sparkle of professional, salon quality. It brings out-the very best in your negatives. Finest paper you can get, Du Pont Warmtone provides an ideal finish for pastorals, seascapes, portraits, scenes in every season. Exceptional speed is a feature of new Du Pont Warmtone. You can make beautiful pictures more rapidly than ever before. Its extremely wide latitude allows greater flexibility in exposures which are compensated for in development to produce perfect prints of uniform quality. Surface Texture. Du Pont Warmtone has a superior surface texture that’s ideal for hand coloring or tinting. It tones readily and its toning properties are superb. Remarkable stability means that Du Pont Warmtone retains color and gradation. And, good news for you, it has much greater shelflife. Standsup...remains fresh longer. Now available in 5 surfaces—Du Pont Warmtone projection paper is now available in five surfaces: Y Cream White stock tint, Silk texture, D. W.', 'citation': 'Popular Photography, November 1950, page 9', 'imgurl': 'scans/image00009.jpg'}, {'words': ""Du Pont Warmtone gives your prints a soft, warm tone... full of animation and sparkle. It enables you to obtain all the richness and vitality of your best negatives. You'll find it’s fun to make projection prints with Warmtone...a thrill to watch the luxurious image appear in your developer tray. You'll get real satisfaction from your work...be proud to exhibit your pictures...proud to keep them...proud to give them. Ideal for portraits, pastorals, landscapes and seascapes. You'll like Warmtone. It has exceptional speed and its extremely wide latitude permits maximum flexibility in making exposures. Excellent for coloring, tinting and toning. Y Cream White stock tint, Silk texture, D. W."", 'citation': 'Popular Photography, October 1951, page 4', 'imgurl': 'scans/image00004.jpg'}]",dupont,warmtone Y,84,4,16,1,Dupont Y,Y,Dupont,Warmtone
kodak azo E,"[{'words': 'Want professional quality in prints for record purposes, album, and reproduction? Pick Kodak Azo. Image tone just a bit warmer than Velox. Six contrast grades accommodate every negative. This paper is often chosen for exhibition prints from paper negatives—it has “quality plus.” White stock tint, fine-grained texture, lustre sheen.', 'citation': 'Popular Photography, June 1951, page 99', 'imgurl': 'scans/image00099.jpg'}]",kodak,azo E,85,0,17,1,Kodak E,E,Kodak,Azo
kodak azo F,"[{'words': 'Want professional quality in prints for record purposes, album, and reproduction? Pick Kodak Azo. Image tone just a bit warmer than Velox. Six contrast grades accommodate every negative. This paper is often chosen for exhibition prints from paper negatives—it has “quality plus.” White stock tint, smooth texture, glossy sheen.', 'citation': 'Popular Photography, June 1951, page 99', 'imgurl': 'scans/image00099.jpg'}]",kodak,azo F,86,1,17,1,Kodak F,F,Kodak,Azo
kodak resisto N,"[{'words': ""Short of time? Kodak Resisto N paper has a water-resistant base which permits complete processing in eight minutes, complete drying in less than ten minutes more. That's speed! The tough plastic-impregnated also reduces wear when prints are handled. Tone and other characteristics are very similar to those of Velox. White stock tint, smooth texture, lustre sheen."", 'citation': 'Popular Photography, June 1951, page 99', 'imgurl': 'scans/image00099.jpg'}, {'words': 'for contact prints', 'citation': 'Popular Photography, January 1953, page 73', 'imgurl': 'scans/image00073.jpg'}, {'words': 'for contact prints', 'citation': 'Popular Photography, March 1953, page 81', 'imgurl': 'scans/image00081.jpg'}, {'words': 'for contact printing', 'citation': 'Popular Photography, February 1954, page 70', 'imgurl': 'scans/image00070 (2).jpg'}]",kodak,resisto N,87,2,17,1,Kodak N,N,Kodak,Resisto
kodak illustrators' azo E,"[{'words': 'For top-quality illustrative prints intended for reproduction, this is a running-mate to Kodak Azo. Image tone is slightly warmer than Azo. Five contrast grades to match a wide range of negatives. This paper tones extremely well with either Kodak Brown Toner or Kodak Selenium Toner. White stock tint, fine-grained texture, lustre sheen.', 'citation': 'Popular Photography, June 1951, page 99', 'imgurl': 'scans/image00099.jpg'}]",kodak,illustrators' azo E,88,3,17,1,Kodak E,E,Kodak,Illustrators' Azo
kodak illustrators' azo F,"[{'words': 'For top-quality illustrative prints intended for reproduction, this is a running-mate to Kodak Azo. Image tone is slightly warmer than Azo. Five contrast grades to match a wide range of negatives. This paper tones extremely well with either Kodak Brown Toner or Kodak Selenium Toner. White stock tint, smooth texture, glossy sheen.', 'citation': 'Popular Photography, June 1951, page 99', 'imgurl': 'scans/image00099.jpg'}]",kodak,illustrators' azo F,89,4,17,1,Kodak F,F,Kodak,Illustrators' Azo
kodak velite F,"[{'words': ""No darkroom available? Then this is the paper. It's made for standard processing in ordinary room light. One contrast grade suits most negatives. Wonderful for teachers, demonstrators, and beginners in the photographic hobby. White stock tint, smooth texture, glossy sheen."", 'citation': 'Popular Photography, June 1951, page 99', 'imgurl': 'scans/image00099.jpg'}]",kodak,velite F,90,0,18,1,Kodak F,F,Kodak,Velite
kodak velox F,"[{'words': 'Need an easy-to-handle paper for album and file prints? This is it. Six contrast grades, to fit every negative density scale, from the flattest up to the most extreme. Pleasant blue-black “tone is uniform through all six grades. Wide latitude in exposure and development time. White stock tint, smooth texture, glossy sheen.', 'citation': 'Popular Photography, June 1951, page 99', 'imgurl': 'scans/image00099.jpg'}]",kodak,velox F,91,1,18,1,Kodak F,F,Kodak,Velox
kodak athena B,"[{'words': 'Top tonal quality and rich warm tones give this paper a niche of its own. Professionals prize it for fine portrait work and other prints of top calibre. Amateurs who make reasonably large negatives should test its potentialities. For extra warmth, after-tone Athena in Kodak Selenium Toner. Cream white stock tint, smooth texture, lustre sheen.', 'citation': 'Popular Photography, June 1951, page 99', 'imgurl': 'scans/image00099.jpg'}]",kodak,athena B,92,2,18,1,Kodak B,B,Kodak,Athena
